Regionfilter,Country filter,Employee filter,Industryfilter,IT-Business filter,Product filter,Q_27211,Q_28211,Q_29211,Q_30211,Q_31211,Q_12211,Q_13211,Q_15211,Q_18211,Q_19211,Q_23211,Q_32_1211,Q_33_1211,Q_24211,Q_34211,Q_35211,Q_26211,Q_36211,Q_28_999211,Q_58214,Q_51214,Q_59214,Q_46214,Q_60214,Q_884214,Q_61214,Q_40214,Q_41214,Q_42214,Q_62214,Q_45214,Q_43214,Q_44214,Q_65214,Q_66214,Q_54214,Q_67214,Q_56_999214,Q_101_1215,Q_84215,Q_85215,Q_86215,Q_87215,Q_102_1215,Q_88215,Q_89215,Q_90215,Q_91215,Q_93215,Q_94215,Q_95215,Q_96215,Q_103_1215,Q_104_1215,Q_105_1215,Q_97215,Q_98_999215,Q_101218,Q_112_1219,Q_104223,Q_105221,Q_103217,Q_113_1224,Q_114220,Q_115222,Q_116225,Q_886216,Q_887226,Q_111213,Q_112212,Q_906230,Q_907230,Q_908230,Q_909230,Q_910230,Q_911230,Q_912230,Q_913230,Q_904230,Q_914231,Q_920234,Q_921234,Q_922234,Q_923234,Q_924234,Q_925234,Q_926234,Q_927234,Q_928234,Q_929234,Q_932234,Q_930234,Q_937233,Q_938233,Q_939233,Q_940233,Q_941233,Q_942233,Q_943233,Q_944233,Q_945233,Q_946233,Q_947233,Q_949232,Q_950,Q_951,Q_952,Q_955,Q_956,Q_957,Q_958,Q_959,Q_960,Q_961,Q_346,Q_351,Q70_1201,Q_352,Q_354207,Q_356202,Q70_regions208,Industry_bundlednew203,Q32_GROUP205,Q33_discrete204,Q_3_bundled210,Q33Q32206
Europe,Germany,500 - 1500,IT,Business,Microsoft SQL Server,,,,,,,,,,,,,,Good price-performance ratio,,,Existing relationship with the vendor,,,Holistic Data Platform,,,,Data Storage/Data Provisioning,,,Data Integration,,,,,,Master/Reference Data Management,,,,,,,,,,,,,,The product cannot process data adequately,"Query, load, processing performance too slow",High complexity in operation,,,,,,,,,Poor,Satisfactory,Good,Satisfactory,Satisfactory,Good,Poor,Good,Poor,Poor,Satisfactory,Partly satisfied/partly dissatisfied,Perhaps,,,,Business intelligence,Regulatory/compliance requirements,,Use of artificial intelligence,,,"$500,000 - $999,999",,,Empowerment of business users,Data democratization,,Self-service analytics/BI,,Artificial intelligence,,Data & analytics platforms,,,Defining a data & analytics strategy,,,,Modernizing data & analytics architectures,,,Implementing data & analytics projects,,,,High,-77,-77,-77,-77,-66,-77,-77,-77,-77,-66,-99,-77,Germany,IT,Member of cross-functional BI/analytics team,Dedicated BI and analytics unit,Europe,IT,500 - 1500,More than 300,Microsoft SQL Server,More than 75%
Europe,Austria,More than 6000,Manufacturing,Business,Microsoft SQL Server,,,,,,,,,,,,,,Good price-performance ratio,,,Existing relationship with the vendor,,,Holistic Data Platform,Data Lake,Data Warehousing/BI,,,,,Data Integration,Data Preparation for Business Users,,Cloud Integration,,,Master/Reference Data Management,,Self-Service Analytics,,,,,,Company policy/lack of resources/budget,,,,,,,,,,,,,,,,Other,Good,Good,Excellent,Good,Excellent,Good,Good,Good,Good,Don't know/not available,Good,Rather satisfied,Probably,Transformation to a data-driven company,,,Business intelligence,,Data protection,Use of artificial intelligence,Protection from external effects,,"$500,000 - $999,999",Master data/Data quality management,,Empowerment of business users,,,Self-service analytics/BI,,,Cloud for data & analytics,Data & analytics platforms,Data security/data privacy,,,,,,,,,Implementing data & analytics projects,Developing implementation concepts,,,High,-77,-77,-77,-77,-66,-77,-77,-77,-77,-66,-99,-77,Austria,Manufacturing,Person responsible for departmental BI,Dedicated BI and analytics unit,Europe,Manufacturing,More than 6000,More than 300,Microsoft SQL Server,20 to less than 30%
Europe,Germany,150 - 500,Other,Business,Microsoft SQL Server,Innovative strength of the vendor,Good reputation of the product/vendor,Vendor stability/transparency,,Solution met our requirements,Convincing performance,Scalability,Functional scope,,Openness of the tool,Provision/deployment model,,,Good price-performance ratio,Existing know-how in the company,,Existing relationship with the vendor,,,,Data Lake,Data Warehousing/BI,,Data Storage/Data Provisioning,,,Data Integration,Data Preparation for Business Users,,,Data Warehouse Automation,,Master/Reference Data Management,,Self-Service Analytics,,,,,,Company policy/lack of resources/budget,,,,,,,,High complexity in operation,High complexity in development,,Inflexible licensing model,,Product difficult for business users to operate,,,,Good,Good,Good,Good,Good,Good,Good,Good,Good,Satisfactory,Satisfactory,Very satisfied,Definitely,Transformation to a data-driven company,New business models,Advanced analytics,,Regulatory/compliance requirements,Data protection,Use of artificial intelligence,,,"$100,000 - $499,999",,Data-driven culture,Empowerment of business users,,,Self-service analytics/BI,,Artificial intelligence,,Data & analytics platforms,,,,Creating a data culture,,Establishing organization for data & analytics,,Acquiring new technology,,Implementing data & analytics projects,,,,High,-77,-77,-77,-77,-66,-77,-77,-77,-77,-66,-99,-77,Germany,Media/Publishing,Person responsible for BI from IT department,Other,Europe,Other,150 - 500,More than 300,Microsoft SQL Server,More than 75%
Europe,Germany,1500 - 6000,Other,Business,Microsoft SQL Server,,,,,,,,Functional scope,,,,,,Good price-performance ratio,,,,,Other,,,,,,,,Data Integration,,,,,,Master/Reference Data Management,,,,,,,,,,,,,,,,,,,,,,,No significant problems,,Good,Good,Excellent,Good,Good,Satisfactory,Good,Good,Good,Satisfactory,Good,Very satisfied,Probably,Transformation to a data-driven company,,,Business intelligence,,,,,,"Less than $100,000",,,Empowerment of business users,,,Self-service analytics/BI,,,,,,,,,,,,,,Implementing data & analytics projects,,,,High,-77,-77,-77,-77,-66,-77,-77,-77,-77,-66,-99,-77,Germany,Other,Person responsible for BI from IT department,Dedicated BI and analytics unit,Europe,Other,1500 - 6000,76 - 300,Microsoft SQL Server,1 to less than 5%
Europe,Hungary,150 - 500,Other,Business,Microsoft SQL Server,,,,,,Convincing performance,,Functional scope,,Openness of the tool,,,,,,,,,,,,Data Warehousing/BI,Data Governance,,,,Data Integration,,,Cloud Integration,Data Warehouse Automation,Data Stewardship/Data Quality Management,,,Self-Service Analytics,,,,,Organizational issues,,,Lack of internal know-how,,,,,"Query, load, processing performance too slow",,,,,,,,,,Don't know/not available,Don't know/not available,Don't know/not available,Good,Good,Don't know/not available,Don't know/not available,Don't know/not available,Don't know/not available,Don't know/not available,Satisfactory,Rather satisfied,Probably,,New business models,Advanced analytics,Business intelligence,,Data protection,,,,"Less than $100,000",,,Empowerment of business users,,,Self-service analytics/BI,Data warehouse modernization,,Cloud for data & analytics,Data & analytics platforms,,,Defining a data & analytics strategy,Creating a data culture,Building competencies,Establishing organization for data & analytics,,,,,,,,Medium,not quoted,not quoted,quoted,not quoted,-99,-77,-77,-77,-77,-66,-99,-77,Hungary,Other,Other,Finance and controlling,Europe,Other,150 - 500,76 - 300,Microsoft SQL Server,More than 75%
North America,United States of America,1500 - 6000,Services,Business,Microsoft SQL Server,,Good reputation of the product/vendor,,,,,,,Connectivity to source and target systems,,,,Ease of use for business users,Good price-performance ratio,,,,,,,,,Data Governance,,,,Data Integration,Data Preparation for Business Users,,,,,,,,Data Discovery,,,,,Company policy/lack of resources/budget,,Lack of internal know-how,,,,,,,,,,,,,,,Good,Good,Good,Satisfactory,Excellent,Don't know/not available,Good,Good,Good,Don't know/not available,Good,Rather satisfied,Definitely,,,Advanced analytics,Business intelligence,Regulatory/compliance requirements,,,,,,,,,,Data governance,Self-service analytics/BI,,,,Data & analytics platforms,Data security/data privacy,,Defining a data & analytics strategy,Creating a data culture,Building competencies,,,,,,,,,Medium,not quoted,not quoted,not quoted,quoted,"Lack of training of staff, not enough time put into data management activities ie. our Data Governance program is in limbo.",-77,-77,-77,-77,-66,-99,-77,United States of America,Healthcare,Person responsible for departmental BI,Finance and controlling,North America,Services,1500 - 6000,Less than 25,Microsoft SQL Server,1 to less than 5%
Europe,Germany,1500 - 6000,Services,Did not respond,Microsoft SQL Server,,,,,,,,Functional scope,,,,,,Good price-performance ratio,Existing know-how in the company,,,Know-how available on the market,,,,Data Warehousing/BI,,,,,Data Integration,,,,,,,,,,,,,,,,,,,,The product cannot process data adequately,,,,,,,Product difficult for business users to operate,,,,Poor,Satisfactory,Good,Satisfactory,Good,Don't know/not available,Don't know/not available,Good,Poor,Poor,Satisfactory,Rather satisfied,Probably,Transformation to a data-driven company,,Advanced analytics,Business intelligence,Regulatory/compliance requirements,,,,,"$100,000 - $499,999",,,Empowerment of business users,,Data governance,Self-service analytics/BI,,,Cloud for data & analytics,,,,,,,Establishing organization for data & analytics,,,,Implementing data & analytics projects,,,,Medium,not quoted,not quoted,quoted,not quoted,-99,-77,-77,-77,-77,-66,b.telligent GmbH&CoKG,Germany,Germany,Consulting,Person responsible for BI from IT department,,Europe,Services,1500 - 6000,76 - 300,Microsoft SQL Server,5 to less than 10%
Europe,Germany,More than 6000,Services,Business,Microsoft SQL Server,,Good reputation of the product/vendor,,,,Convincing performance,,Functional scope,,,,,,Good price-performance ratio,,,,,,,,Data Warehousing/BI,,,,,Data Integration,Data Preparation for Business Users,,,Data Warehouse Automation,Data Stewardship/Data Quality Management,Master/Reference Data Management,,,,,,,,,,,,,,,,,,,,,,,No significant problems,,Don't know/not available,Good,Good,Satisfactory,Good,Don't know/not available,Don't know/not available,Excellent,Good,Don't know/not available,Satisfactory,Rather satisfied,Definitely,,,,Business intelligence,,Data protection,,,,"Less than $100,000",Master data/Data quality management,,Empowerment of business users,,Data governance,Self-service analytics/BI,Data warehouse modernization,,,,Data security/data privacy,,,,Building competencies,,Modernizing data & analytics architectures,,,,Developing implementation concepts,,,Medium,not quoted,not quoted,quoted,not quoted,-99,-77,-77,-77,-77,-66,-99,-77,Germany,Healthcare,Head of business department,Dedicated BI and analytics unit,Europe,Services,More than 6000,Less than 25,Microsoft SQL Server,1 to less than 5%
Europe,France,Less than 150,Public sector and Education,IT,Microsoft SQL Server,,,,,,Convincing performance,Scalability,Functional scope,Connectivity to source and target systems,,,,,Good price-performance ratio,,,,,,Holistic Data Platform,,,,Data Storage/Data Provisioning,,,Data Integration,Data Preparation for Business Users,,,,,Master/Reference Data Management,,Self-Service Analytics,Data Discovery,,,,,,,,,,,,,,,,,,,,No significant problems,,Good,Good,Satisfactory,Good,Good,Poor,Satisfactory,Good,Satisfactory,Satisfactory,Satisfactory,Rather satisfied,Probably,Transformation to a data-driven company,,,Business intelligence,,,,,,,Master data/Data quality management,Data-driven culture,Empowerment of business users,Data democratization,,,,,,Data & analytics platforms,,,Defining a data & analytics strategy,Creating a data culture,Building competencies,,,,,,,,,Low,-77,-77,-77,-77,-66,not quoted,not quoted,quoted,not quoted,-99,-99,-77,France,Public sector,Data steward,IT,Europe,Public sector and Education,Less than 150,Less than 25,Microsoft SQL Server,1 to less than 5%
Europe,Germany,1500 - 6000,Manufacturing,Did not respond,Microsoft SQL Server,,,,,Solution met our requirements,Convincing performance,,,,,,,,Good price-performance ratio,,,,Know-how available on the market,,,,Data Warehousing/BI,,Data Storage/Data Provisioning,,,Data Integration,Data Preparation for Business Users,Data Virtualization,,Data Warehouse Automation,,Master/Reference Data Management,,,,,,,,,,Lack of internal know-how,,,,,,,High complexity in development,,,,,,,,Good,Good,Good,Satisfactory,Excellent,Satisfactory,Good,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Rather satisfied,Definitely,,,,Business intelligence,,,,,,$1 million or more,,,Empowerment of business users,,,Self-service analytics/BI,Data warehouse modernization,,Cloud for data & analytics,Data & analytics platforms,,,Defining a data & analytics strategy,,,,,Acquiring new technology,Larger budgets for external service providers,,,Modernization of IT operations,,High,-77,-77,-77,-77,-66,-77,-77,-77,-77,-66,Braincourt GmbH,Germany,Germany,Construction,Person responsible for BI from IT department,,Europe,Manufacturing,1500 - 6000,More than 300,Microsoft SQL Server,20 to less than 30%
Asia and Pacific,Saudi Arabia,150 - 500,Other,IT,Microsoft SQL Server,,,Vendor stability/transparency,,,Convincing performance,Scalability,,Connectivity to source and target systems,,,Ease of use for technical users,Ease of use for business users,,,,,,,,,,Data Governance,Data Storage/Data Provisioning,,,,Data Preparation for Business Users,Data Virtualization,,,,,,,,,,,,,,,,,,,,,,,,,,,No significant problems,,Good,Good,Good,Good,Good,Good,Good,Good,Good,Satisfactory,Good,Rather satisfied,Definitely,,,,Business intelligence,,Data protection,,Protection from external effects,,,,Data-driven culture,,,,Self-service analytics/BI,,,,,Data security/data privacy,,,,,Establishing organization for data & analytics,Modernizing data & analytics architectures,Acquiring new technology,,,,,,Medium,quoted,not quoted,not quoted,not quoted,-99,-77,-77,-77,-77,-66,-66,-77,Saudi Arabia,Other,Person responsible for departmental BI,IT,Asia and Pacific,Other,150 - 500,Less than 25,Microsoft SQL Server,1 to less than 5%
Europe,Germany,500 - 1500,Manufacturing,Business,Microsoft SQL Server,,,,,,,,,,,,Ease of use for technical users,,,Existing know-how in the company,,,,,Holistic Data Platform,,,,Data Storage/Data Provisioning,,,,,,,,,,,,,,,,Organizational issues,,,,,The product lacks key features,,,,,,,,,,,,,Good,Satisfactory,Satisfactory,Good,Good,Satisfactory,Satisfactory,Good,Satisfactory,Poor,Poor,Partly satisfied/partly dissatisfied,Perhaps,,,Advanced analytics,Business intelligence,,,,,,"Less than $100,000",,,,,,Self-service analytics/BI,,,,Data & analytics platforms,,,,,,,,,,,,Modernization of IT operations,,Low,-77,-77,-77,-77,-66,quoted,quoted,not quoted,not quoted,-99,-66,-77,Germany,Manufacturing,Line of business employee,Finance and controlling,Europe,Manufacturing,500 - 1500,Less than 25,Microsoft SQL Server,1 to less than 5%
Europe,Germany,Less than 150,IT,Did not respond,Microsoft SQL Server,,Good reputation of the product/vendor,Vendor stability/transparency,,,Convincing performance,,,Connectivity to source and target systems,,,Ease of use for technical users,,Good price-performance ratio,,,,,,,,Data Warehousing/BI,,Data Storage/Data Provisioning,,,,,,,,,Master/Reference Data Management,,,,,,,,Company policy/lack of resources/budget,,,,,,,,,,,,,Product difficult for business users to operate,,,,Good,Good,Excellent,Good,Good,Very poor,Satisfactory,Good,Satisfactory,Good,Good,Rather satisfied,Definitely,Transformation to a data-driven company,,Advanced analytics,Business intelligence,,,,,,"$100,000 - $499,999",Master data/Data quality management,,,,,,Data warehouse modernization,,Cloud for data & analytics,,,,Defining a data & analytics strategy,,,,Modernizing data & analytics architectures,,,Implementing data & analytics projects,,,,High,-77,-77,-77,-77,-66,-77,-77,-77,-77,-66,-99,Germany,Germany,IT,External consultant,,Europe,IT,Less than 150,Less than 25,Microsoft SQL Server,20 to less than 30%
Rest of the world,Tunisia,500 - 1500,Public sector and Education,IT,Microsoft SQL Server,,,,,,,,,,,,,,,,Recommendation/chosen after selection,,,,Holistic Data Platform,,,,,,,,,,,,,,,,,,,Lack of maturity in the enterprise,,,,,,,,,,,,,,,,,,,Poor,Satisfactory,Poor,Poor,Very poor,Poor,Very poor,Very poor,Poor,Very poor,Poor,Rather dissatisfied,Probably not,Transformation to a data-driven company,,Advanced analytics,Business intelligence,,Data protection,,,,"Less than $100,000",,Data-driven culture,,,Data governance,Self-service analytics/BI,,,Cloud for data & analytics,,,,,,Building competencies,,Modernizing data & analytics architectures,,,,,Modernization of IT operations,,Medium,not quoted,not quoted,quoted,not quoted,-99,-77,-77,-77,-77,-66,-66,-77,Tunisia,Education,Person responsible for BI from IT department,IT,Rest of the world,Public sector and Education,500 - 1500,Less than 25,Microsoft SQL Server,1 to less than 5%
North America,United States of America,More than 6000,Services,Did not respond,Microsoft SQL Server,Innovative strength of the vendor,,,,,,Scalability,,,Openness of the tool,,Ease of use for technical users,,Good price-performance ratio,,,,,,Holistic Data Platform,,Data Warehousing/BI,Data Governance,,,,Data Integration,,,,,Data Stewardship/Data Quality Management,Master/Reference Data Management,,,,,,,,,,,,,,,,,,,,,,,No significant problems,,Good,Good,Excellent,Good,Excellent,Good,Excellent,Excellent,Good,Satisfactory,Good,Very satisfied,Probably,Transformation to a data-driven company,New business models,Advanced analytics,,,Data protection,Use of artificial intelligence,,,$1 million or more,Master data/Data quality management,Data-driven culture,,,Data governance,,Data warehouse modernization,Artificial intelligence,Cloud for data & analytics,,Data security/data privacy,,,Creating a data culture,,,Modernizing data & analytics architectures,,,Implementing data & analytics projects,,,,High,-77,-77,-77,-77,-66,-77,-77,-77,-77,-66,Himformatics,United States of America,United States of America,Healthcare,Enterprise architect,,North America,Services,More than 6000,More than 300,Microsoft SQL Server,40 to less than 50%
North America,United States of America,Less than 150,Manufacturing,Business,Microsoft SQL Server,,,,,Solution met our requirements,Convincing performance,,Functional scope,,,,Ease of use for technical users,Ease of use for business users,,,Recommendation/chosen after selection,,,Other,Holistic Data Platform,Data Lake,Data Warehousing/BI,Data Governance,Data Storage/Data Provisioning,Query Engine,,,Data Preparation for Business Users,Data Virtualization,,Data Warehouse Automation,,Master/Reference Data Management,,Self-Service Analytics,,,,,,Company policy/lack of resources/budget,,,,,,,,,,,,,Product difficult for business users to operate,,,,Good,Good,Don't know/not available,Satisfactory,Poor,Don't know/not available,Good,Satisfactory,Satisfactory,Satisfactory,Good,Rather satisfied,Definitely,Transformation to a data-driven company,,Advanced analytics,Business intelligence,,,,,Other,,Master data/Data quality management,Data-driven culture,Empowerment of business users,,,Self-service analytics/BI,Data warehouse modernization,,,Data & analytics platforms,,,Defining a data & analytics strategy,Creating a data culture,,,,,,,Developing implementation concepts,,Other,High,-77,-77,-77,-77,-66,-77,-77,-77,-77,-66,-66,-77,United States of America,Manufacturing,Other,Operations/production,North America,Manufacturing,Less than 150,Less than 25,Microsoft SQL Server,5 to less than 10%
